docID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
100,momentum,etf,dual,invested,created,spreadsheet,relative,signal,total,shy,seeking,strategy,average,month,terms,investments,investors,absolute,broker,received,pro,filter,inspired,rem,helped,posted,individual,treasury,added,ameritrade,strength,managers,book,product,test,schwab,written,portfolio,td,fidelity,shortly,optimal,update,vanguard,additional,mar,depth,contact,return,cash
101,investors,added,watching,honeywell,ann,loco,cash,times,realized,discussed,stock,apple,shack,companies,discipline,stopped,nasdaq,underrated,foods,nyse,seeking,money,unprepared,portfolio,jack,shake,correction,ua,cmg,product,created,coming,interviewed,reiterated,charitable,mad,wrong,company,noted,earnings,el,products,touched,burned,buy,spinning,missed,trading,week,received
102,seeking,published,rio,lloyds,plans,increasing,breakfast,weeks,nyse,hsbc,tesla,investors,government,whiting,announced,lenders,pro,equities,running,created,released,wilson,investigating,archive,assembled,rushing,fb,android,considered,exports,dropped,according,terms,keeping,cut,week,ideas,looking,tumbled,paying,m,played,global,return,signed,slipped,subdued,wall,soon,returning
103,cannabis,investors,marijuana,companies,cancer,epilepsy,seeking,drug,pain,recreational,legalized,doubled,produced,sales,price,share,syndrome,company,federal,government,worldwide,developing,treatment,developments,targeted,schizophrenia,accordingly,funds,promising,market,billion,cap,currently,created,excluded,individual,attracted,analysts,medical,diabetes,sector,cratered,pipeline,play,whilst,accumulating,oral,investigated,ugly,looking
104,dividend,payments,chevron,cincinnati,hcp,investors,company,edison,consecutive,increased,yielding,consolidated,growth,yield,facilities,traded,directv,decade,data,increasing,index,paid,seeking,financial,sp,managed,cap,currently,created,housing,additionally,analysts,deviation,insurance,oil,underwriting,according,faster,ed,wireless,quality,expected,share,senior,usage,grow,johnson,low,billion,float
105,ge,electric,dividend,dreams,formed,am,moat,pe,seeking,products,energy,lamp,stock,sp,undervalued,edison,created,introduced,invented,evaluating,sells,analysts,portfolio,inventing,aviation,target,company,innova,fantastic,hermetically,investors,price,concerned,filament,risk,hold,buy,purchased,scoring,fluorescent,selected,sealed,sector,received,incandescent,system,allowed,buying,pro,ultrasound
106,sold,portfolio,dividend,champion,seeking,created,yield,turnover,implemented,investments,investors,rated,tracked,replaced,ranked,purchased,payout,received,increased,metrics,pro,gain,posted,compiled,individual,holding,mcdonalds,capital,mercury,managers,drip,product,raising,screening,shortly,hedging,update,ed,unfavorable,mar,pe,contact,forward,data,nyse,smarter,originally,investing,consecutive,am
107,electric,remains,numbered,nevertheless,crossed,seeking,looking,break,investors,blueprint,oil,cons,deconstruct,dividend,ge,ceo,sp,positive,synchrony,drop,blunder,growth,stock,proverbial,broke,created,shareholder,cratered,straw,id,writing,near,finger,popped,business,company,paying,departure,gas,rumor,trying,mind,receiving,final,kicking,risen,believe,current,globe,returning
108,steers,cohen,dividend,special,payments,companies,paid,estate,seeking,company,regular,investors,funds,glance,capital,real,advertised,cash,roughly,crisis,created,addition,assets,tend,rate,stock,double,sitting,receiving,sheet,human,mismanaged,adopted,regularly,business,increasing,balance,physical,annual,fondness,course,financial,received,offered,buying,ships,pro,growing,cns,individual
109,moved,australian,dropped,loonie,seeking,slight,downward,yen,created,dollar,pound,rallying,adding,exports,looking,hurting,derived,occurring,desired,euro,investors,value,data,leveling,overall,accelerating,printed,received,dropping,developing,pro,economy,uk,comparison,individual,ongoing,facilities,arc,bis,traders,move,managers,companies,product,raising,starter,psychological,impact,drop,boe
110,currency,exports,war,expansionary,monetary,created,policy,easing,central,banks,devaluation,deflationary,peg,growth,bound,resulting,economic,rising,sweden,seeking,deflation,competitive,domestic,recently,swiss,modern,zero,competitively,constituted,meaningless,effect,addressed,term,resemble,bank,descriptively,fixated,markets,seeing,destabilized,instability,learned,phrase,terms,closest,japan,reason,legitimate,looking,world
111,funds,performance,quartile,performing,sp,portfolio,determined,five,past,data,including,ranked,selected,ratio,seeking,created,top,concentrated,generated,returned,tested,determine,volatility,mutual,receiving,investors,forward,subsequent,compound,received,basis,preceding,adjusted,measured,period,pro,delivered,individual,return,simple,giving,annualized,applied,managers,guide,product,test,history,plans,bearing
112,industries,fed,rising,sales,companies,crisis,merchandise,beverage,seeking,investors,safe,growth,tm,created,flirting,im,unluckily,analysts,ko,reliant,markets,leading,tied,choking,stores,food,nominal,receiving,proof,mean,graph,data,collapsing,including,tight,received,credit,pro,appliances,lot,skittish,individual,recession,policy,safety,waiting,ravage,inflation,car,fallacy
113,crude,ukraine,currency,investors,rising,fate,crisis,seeking,strengthened,rise,traded,oil,mixed,created,hurried,russian,bank,mirrored,resolved,markets,tied,russia,considering,representing,keeping,altogether,looking,intercollegiate,feared,trying,closed,policy,contested,imported,wavering,influencing,shattered,supported,emerging,times,received,adjusting,pro,relaxing,institutions,rsx,stalled,slumping,helped,shelled
